x_m,y_m,z_m
2.306853885460909137e-02,-1.366796616867991740e-02,2.340971880144571693e-01
-2.448541719824571250e-01,-5.092465556363536677e-02,2.297056928477642646e-01
-1.192637151119086136e-01,-1.436011752243935291e-01,-2.490161524583021924e-01
-1.212997475148165083e-01,1.567058656279382844e-01,-6.444554980871944339e-02
1.872087926525131951e-01,-7.870312772791726585e-02,1.980678669219100019e-01
2.820149431590791012e-01,9.412125985784558502e-02,2.187408150349301819e-02
-1.314679390122775737e-01,9.401309548482283951e-02,4.184896105485535478e-01
-2.503228311644857262e-01,-1.419897677280262671e-01,-6.030032637621517838e-02
-1.724144466082733751e-01,2.119583680637668055e-01,-2.254197372986555536e-01
-8.929385585405102618e-03,2.529203186390938107e-01,-1.177891565548650279e-02
-7.622219146699055203e-02,2.051907021482612115e-01,3.219367781894683089e-01
-8.888560110938312220e-02,2.243587767752142081e-02,5.961826953540393381e-01
2.309247398156171749e-01,2.218232250976446274e-01,-2.615500134567216306e-01
4.222111805089043268e-02,1.104309258421089365e-04,9.266464175219540911e-02
3.224879181154793883e-02,5.189974601141143784e-02,1.259465076439017783e-01
-3.045791561174168716e-01,1.171124150090991911e-01,-6.364086149540328086e-02
7.713985740412804271e-02,-8.240735666633410700e-04,1.623557947971676352e-01
1.768176085109380430e-02,1.387361784959719180e-01,3.300908460422004032e-01
1.907124208309584068e-01,4.512176569495835454e-01,1.256027484172357600e-01
1.819737754716910239e-02,7.654522637429653220e-02,3.487122288392418001e-01
1.390431767328159096e-01,1.055703275741068023e-02,4.717086692102767653e-01
9.308568175596894367e-02,2.400790176545136156e-01,5.224710260916178850e-01
-3.566814619612356241e-01,-9.466746868624925648e-02,-6.396227638320597930e-02
-4.241224899174371732e-01,-5.274586401164733235e-02,-1.050297716815481314e-01
-1.010053158498473019e-01,1.097227082778573087e-01,-3.272106630208886924e-01
-4.482577697503942193e-02,3.381493724955985658e-01,2.569417125231847621e-01
-2.711786713658397296e-01,3.584756059968388642e-01,2.416337315226977644e-01
-1.184225330403970017e-02,4.019880570050293062e-02,1.699958315091049943e-01
5.100528991683535643e-03,1.350183284897610025e-01,-3.605929480495138062e-01
2.249409700416639402e-02,2.907736806470457847e-01,-4.397208759530424338e-02
-1.851813589405749694e-01,4.844110845321668996e-02,5.432757219341051158e-01
3.282989504184544854e-03,-4.747404902903473028e-02,6.032501052233361083e-01
6.223555790471219096e-02,5.426670432607499234e-02,1.208205703549591059e-01
3.965630046992182356e-01,-1.036139198783033455e-01,2.257954856265876886e-01
1.065204327471283852e-01,-7.021695708108931233e-02,-3.674792153691506247e-01
3.521706092668014376e-01,9.204190474642663655e-02,2.614672006841943785e-01
-8.874700824306513969e-02,1.058744622922917350e-01,1.989447671439919380e-03
2.105744850134791957e-01,1.340011241601468672e-01,1.066747714825062171e-01
1.452490212682150950e-01,-2.861463575345011071e-03,5.027501097075049996e-01
1.127232842243883204e-01,1.272257827890281301e-01,1.259416957216035089e-02
-1.754942310558648133e-01,-3.350897570120209834e-01,3.366617443772817464e-01
-1.230739870522347401e-02,-3.093647094711838089e-02,-3.850013477211851609e-01
1.681083662569865800e-01,2.388736446045764128e-01,1.838059606034657956e-01
-1.367807261897190374e-01,-2.191101642506181890e-01,4.820769169861070513e-01
2.625952870407927825e-02,5.410426182961296238e-02,6.189599966760145344e-01
1.515914499705643681e-02,-2.575094647286446659e-01,2.161109652933967118e-01
-2.996462617024199249e-01,-7.362174627754802803e-02,-2.442411540942812098e-01
1.266824021938471601e-01,-3.801529527271797076e-02,4.959809685346337760e-03
-1.900879354208310362e-02,-6.644577317989880383e-02,2.940234436311138511e-02
2.758218361076218705e-02,-3.575908947364406232e-01,-7.360108938156684211e-02
1.179855411078582494e-01,-3.147382817638567643e-01,4.099034301904787014e-01
-1.171357559768231166e-01,-2.461120871293254742e-01,2.881927418064484381e-01
-2.203661137182669760e-01,-2.438617491923940894e-01,9.178913547976717824e-02
-4.653731405864829918e-01,1.462550042106538772e-01,6.340835699602886955e-02
-8.510291541013902117e-02,2.357807287297103704e-01,4.460312035962774035e-01
2.347921774497190861e-01,-9.130217040949745178e-02,2.888594966484743232e-01
-1.159868370109645719e-01,-5.486522907911159375e-02,1.370874213688346444e-01
-4.622441019386219208e-01,8.686135047395532327e-02,-6.253940978509545112e-02
6.593220655601784996e-02,-1.041559384320700499e-01,5.419121137480946426e-02
1.931156583228974266e-01,1.552677425717879922e-01,4.816439171742172842e-01
7.144739232654170880e-02,1.073202806869650999e-01,1.008847288961755156e-01
-1.163790542353490831e-01,1.500257270169844392e-01,5.480885979873811875e-01
8.586141638522507696e-03,-6.444978127277209423e-02,1.566760714667354559e-01
-7.705054606578735921e-02,1.809536224874128962e-01,2.725795937301970367e-02
3.248485879375583724e-02,2.816537023305451179e-02,-3.826876251392846151e-01
-5.588519797195336952e-02,-2.823271414224481912e-01,8.659135437479330288e-02
1.124951520302984037e-01,3.552692464702250641e-02,6.005196636043048652e-01
-2.429388348950026200e-01,2.359763466649874436e-02,1.110455035399774970e-01
3.727982442332590796e-01,-2.030333385980312155e-01,1.981480503935524329e-01
4.142829924343403025e-01,1.199767970928521665e-01,3.231531922621492248e-01
1.490008998575402255e-01,5.781192251835826079e-02,5.725266912042460410e-01
-1.251132675912620118e-01,-1.353334830357548479e-01,1.065013664284938932e-01
3.281826609102853065e-01,6.725700280849988832e-02,-1.370159074864412685e-01
1.282792249957815517e-02,2.488106376805678532e-01,3.274362659484090221e-01
1.094680329798242147e-01,-2.778190673126761379e-01,-1.266910692986997489e-01
2.468851269059032238e-01,-2.870830390120587827e-01,3.109102418293149817e-01
9.179640515440165571e-02,-2.884553444362205066e-01,3.256759215504306804e-01
2.376889662738060904e-01,2.099523932982775010e-01,-7.204457594958953159e-02
-2.717472282786695392e-01,-1.229037930711344810e-02,4.086653731268517081e-02
2.351449459271242604e-01,-1.836376721722855765e-01,3.064781352329273290e-01
2.732627671529822000e-01,-1.938563728979604550e-01,3.038418440358460759e-01
2.305022161402019432e-01,5.874049864018825173e-02,5.190073524403486793e-01
-1.657817724756321942e-01,1.872978785537206259e-01,-2.754194133973587588e-01
-6.097367786721716310e-02,-2.419541411750623094e-01,4.582820152719748741e-01
-1.788997524161653752e-01,-2.964688432753580516e-01,3.115112456091123083e-01
-8.586717696980226966e-02,-1.520991814435158074e-01,5.630767224151548289e-01
-1.306010239691739183e-01,6.877599247100577018e-02,-3.370562918343269487e-01
-2.157200807859363523e-02,6.052824419227511438e-02,4.324389256269856041e-01
3.661253654387285061e-02,1.907089717277186264e-02,4.118610772946726395e-02
2.085820145085262034e-01,-1.710008743048510027e-01,-2.983398702050931162e-01
-1.646586249683991421e-01,1.903498951065225042e-01,-1.230127905029653190e-01
2.363928308928904543e-01,-1.831308766136058308e-01,7.727519483229212949e-02
-4.300132715260846644e-02,9.224137103368629242e-02,-2.407035175505268243e-01
-1.143711555996805851e-01,2.187424382358939823e-01,1.675989329444382836e-02
2.634454939364603843e-01,2.267839428120613510e-01,-1.695147258653744715e-01
2.520300112811416082e-01,-7.075048281502283043e-02,5.002478771336963392e-01
-2.337165510868964291e-01,1.396259050746005426e-01,-2.955511900428301475e-01
-2.115966545337421012e-01,-3.949977159671362592e-02,1.802519808745702556e-01
1.818408429534111026e-01,-3.307387057079650972e-01,2.718021682304623821e-01
-1.785941883400923857e-01,1.358982422221979500e-03,5.627793695918209549e-01
-3.971827445372368842e-02,2.946363760227877285e-02,7.088705325171107408e-02
-2.270577173747044195e-02,1.227835190584802560e-01,1.478735880181688833e-01
-2.252864818949642800e-01,3.748137826960531993e-01,9.724418591104724841e-02
8.588617624239242021e-02,-7.730855432260558269e-02,2.748906725303071341e-01
4.230103400462838503e-01,-2.434548574379087338e-01,2.047840697435316659e-01
-1.320954509164917190e-01,-1.453793785415535555e-01,-3.459916955733506327e-01
-5.294149917340254703e-03,-9.021358812408999950e-02,6.009588441745054022e-01
-2.614096150674501406e-01,-2.666362891936409629e-01,2.296278313698829066e-01
5.289447541598135683e-02,-2.160478413543485410e-01,5.270638957904705268e-01
3.440322908998191265e-01,4.773174786911418832e-02,-2.442039522132819218e-01
3.940174075829250278e-02,1.444774286042102007e-01,1.174873251159014309e-01
1.035100249096469610e-01,-2.368114365827304196e-02,-2.536605914744565204e-01
-6.956921028791727968e-02,-2.666225797543223669e-02,1.850819202494430882e-01
-5.805084106893312196e-02,3.718319941752114277e-02,1.713271010597031130e-01
-6.223547450400632869e-03,9.844518969158634614e-02,1.624589961850492759e-01
3.542449177565378804e-01,-3.251464716601166205e-01,-3.517718844436606290e-02
-9.206159128412486070e-02,1.704709429371647489e-01,1.393223801160111130e-01
1.016158675151243584e-01,1.229246759340431316e-01,6.242040190520018600e-02
-6.790348010167923665e-02,-3.542712054781175235e-01,4.716011560021287630e-01
1.946961336648722063e-01,1.522850971000273834e-01,-2.824320829532278587e-01
2.545993752188092651e-01,2.843448830045040565e-01,4.289134999618349764e-01
-1.947308610340789670e-01,-7.025873467914549308e-02,7.070568446951377983e-02
-7.382804408152975062e-02,-9.026824692540373618e-02,2.444467761780762249e-01
3.063530876931306879e-01,-3.009034190044130863e-01,2.310284768420496904e-01
3.736966411985075120e-02,1.942009364766273671e-01,5.661367834168111735e-01
5.623078265143992283e-02,-9.969662471434612150e-02,4.948878053322032788e-01
1.825630706310467921e-01,-1.651018572005465701e-01,1.086468989020436537e-02
3.345016113539321656e-02,1.337968408608140869e-01,1.046306925594789883e-01
3.513553619108316511e-02,-1.101530363373070392e-01,1.101154163664479074e-01
-4.821550166557712902e-02,5.017123901995500929e-02,8.386291472993466500e-02
-1.531226111926781153e-01,-2.176858970971815854e-01,3.234294242652081541e-01
8.389971702454096514e-02,1.088782302357167719e-01,1.284932603971735698e-01
-1.738980277575134792e-01,-9.419338381522929238e-02,7.893991535395013248e-02
-2.507544619280449930e-02,1.418866420002729833e-01,2.369820707727539610e-01
-1.990269071412023860e-01,2.351985694735609853e-02,-2.779792935586894442e-02
4.914522184469904964e-02,1.142785258362785245e-01,1.188039351541774341e-01
-2.308161311103995583e-02,2.777056032369378813e-01,2.456160483347939183e-01
1.256550792943181283e-02,-1.469383945779419998e-01,-2.153773807598731993e-01
-8.268167856519233194e-02,3.433273812638355516e-01,4.427695520312678878e-01
1.144929294686220927e-01,4.229159220445738998e-01,1.553291545493468706e-01
4.087931832989882275e-01,1.128007717517340580e-01,3.165394064285267373e-01
-5.403839974439120231e-02,7.725975388775699337e-02,1.384735236781356182e-01
6.785034061108896619e-02,-2.784240909752794257e-01,-2.926708462992814175e-01
-3.904144238481319779e-02,7.159236366492366388e-02,1.541064856273604011e-01
-7.154734513539322271e-02,-4.112208294000336273e-01,3.879602732084774241e-01
-2.363830476525946023e-01,1.629419501290611805e-02,2.160206626750806880e-01
-1.122439724956262458e-01,1.530526609861498355e-01,1.043215174698777226e-01
1.282133801657471192e-02,6.309684104565554952e-02,1.524915870333501677e-01
-1.273579216941768677e-01,-2.186577734861576694e-01,-1.961012085878627298e-01
-1.975746838514697568e-01,2.167316887151977678e-01,8.741129477677286874e-02
-1.494597058944138190e-01,-4.595159308757635480e-02,5.838998671456194778e-01
-3.121391029408774886e-01,-1.381427757922677746e-01,2.460866752939540603e-01
-1.586610308423391444e-03,-1.363368133296563589e-02,6.975045941310627218e-02
1.801246350426534415e-03,-3.117385770321819821e-02,7.572254216357482415e-02
2.656831264459812852e-02,-1.836539543488176496e-01,1.994181915734770660e-01
-4.070065689607649251e-02,-1.841772842689025358e-02,-1.802682908142242205e-02
3.385385398502353815e-02,-2.252187935095112947e-01,5.333187325016855440e-02
1.629462486258894671e-01,2.455139089018091303e-01,4.508088160840042491e-01
-2.417047915105707268e-01,3.557146404935536410e-02,2.224385038126402980e-01
-1.107389281084122101e-01,-1.012609204208919089e-01,-3.401976896514753435e-01
6.232399799799323570e-03,1.306512535419017407e-01,5.580200604004981191e-01
-1.528088025659100069e-01,-3.099972159288388318e-01,-2.270954168655483496e-01
-6.554481312037269136e-02,-5.326082444063755250e-02,2.060474883682058833e-01
1.823661026979723487e-01,-8.623756018874638440e-02,-1.985128265128319192e-01
2.601564252438048341e-01,-1.795564636288558835e-02,4.973190690583947360e-01
-2.893834709201270616e-01,-2.399114552017255209e-01,-9.162913923612461820e-02
2.612063581620667208e-01,-1.599344414344059384e-01,5.204137014770328085e-01
-2.282117940490037411e-02,-2.254775312101860996e-01,2.132665816179076523e-01
6.229142660881317045e-02,-3.677958507096125151e-01,4.244280331946399115e-02
3.276189580415276303e-01,-1.844800237184049396e-01,-1.608573451812392308e-01
-1.894243343802498314e-01,8.325875358573271712e-02,-3.190554782532255551e-01
1.167336346321635743e-01,5.297503110501626533e-02,3.541602781351181339e-01
-3.050182559128576318e-02,-3.658522831925323793e-01,4.330951173024805145e-01
1.314270346287174096e-01,1.701861009486577148e-02,7.133610058534339826e-02
-1.402884813548450627e-01,-1.699834555371497469e-01,2.424682723166132758e-01
2.789597766447156624e-01,-2.551829333840511804e-01,-1.324958546589808384e-01
3.641141311205740860e-02,1.528379969889161472e-01,1.185033396217324286e-01
2.655600383103052797e-01,-6.923159372686249480e-02,-1.998948137876936371e-01
1.059835672078771329e-01,7.183764225931704717e-02,1.948502323985246143e-01
5.627798314441251337e-02,2.179072810359663770e-01,4.883182234973322822e-01
-1.591190948806473632e-02,-4.412797571454883661e-02,1.037822568439562831e-01
-1.797684799439375758e-01,4.386283732602296870e-01,1.366759981354979392e-01
-1.884233052952516418e-01,1.054030651107841499e-02,-2.911211719878855630e-01
-4.302170419203428173e-03,4.775731756346959234e-01,-8.740304054184397375e-03
-3.413613649669544614e-02,1.337817176557050750e-02,1.565299322250859049e-01
-2.491930872629278815e-01,-1.848071434639534105e-01,-1.269381546633198132e-01
-2.511282950307702766e-01,-4.120107776267657451e-01,1.988380728102024653e-01
-4.045139055287472196e-01,-7.309617416721087002e-02,2.181855273651850946e-01
2.895274438925085070e-01,2.966299897414519937e-01,1.830178331918462242e-01
4.127190694909839697e-01,-1.022571726129902353e-01,-3.344539092197307967e-02
3.055383493702616693e-02,-3.995263859816219898e-02,3.108931126972284131e-01
-5.321829695359561740e-02,-2.230185844512459770e-02,-1.281049106218242785e-02
1.472903133855685831e-01,9.376537961014341782e-03,1.479164616010339994e-01
1.834142177171466659e-01,-2.213418908380415662e-02,1.356945411395226730e-01
4.038888939065394812e-01,-2.194071858788557983e-01,3.000041764939216371e-01
-1.636318526759967251e-01,-7.170652800949773101e-03,5.839608392473726317e-01
-1.684726709984065707e-01,-6.939986432663357296e-02,5.858099176288484866e-01
-7.348857713810162673e-02,-3.433281121566025829e-02,3.205506068633596356e-02
1.348199565554877299e-01,-2.941888146056784517e-02,1.854328782417164478e-01
-1.294793629186414829e-01,-4.481182123467663397e-02,-1.106715632359183132e-01
5.002809543541938964e-02,-2.566285075538880522e-01,-1.109284660163442626e-01
2.196158095506645369e-01,-5.785105035008392127e-02,-2.993792085850222051e-01
-1.325112739736589162e-01,4.053565636991383891e-02,1.291306052259825199e-01
2.117615054002384978e-02,-6.904023631464384358e-02,5.715334238083945584e-01
2.339569290099809407e-01,-5.730579891296334882e-02,6.866393053867726748e-02
2.188584583506046899e-01,-6.968258680781148906e-02,-2.283308961236196200e-01
3.280645910801179010e-02,1.335801985639736567e-01,2.650879822626749927e-01
-2.930042348131164931e-01,1.415565203584935317e-01,-1.710208599489561054e-01
1.630311548633486471e-02,-4.551825378735835370e-02,1.550056156932954066e-01
-3.985495110615942110e-02,-1.432057894374670903e-01,5.136417583604784287e-01
-1.971794317821278508e-01,-8.321940971645457041e-02,2.068768255007772949e-01
3.135118750509816588e-01,-2.638959253906069669e-01,-1.421361856565443449e-01
1.485185969084561464e-01,4.027737164636829154e-02,-1.194423898281190416e-01
2.366911443167627194e-01,-2.390969541665111386e-01,3.490613452066921862e-01
1.734512023267420766e-01,8.032600380149085284e-02,4.053845168095483731e-02
-1.794724032925299473e-01,-1.771949981237902483e-01,2.184155195414625161e-01
1.767950520377822021e-01,1.743095454965588320e-01,3.157876602913285424e-01
2.420266328085315943e-01,-2.440292642487491837e-01,4.520614774822943605e-01
8.216299509715321858e-03,-2.709033832536582032e-01,1.950669541109899818e-01
3.519673960852430783e-01,-2.722526859719740511e-01,1.005352057690889339e-01
-1.896104942607183541e-01,-2.056514978707721375e-01,7.562064348860622620e-02
-2.738419849444900245e-01,-3.664588865569512466e-02,4.309183038427115142e-01
-1.115650040922885056e-01,-3.002127830785645823e-01,-1.255080114425027038e-01
1.698421587383640990e-02,2.354320537493819008e-03,7.028638248232815799e-02
-4.477257800860435788e-01,-1.984377742938182587e-01,2.259555276770172927e-01
-7.408710798760348437e-03,-1.307364908429596573e-02,2.073047018956514220e-01
1.856897353602734446e-01,1.995695799570635157e-02,3.951802904637070624e-01
2.150920821768929903e-01,1.740129591261283248e-01,3.638159943576836364e-01
1.024299988229527836e-01,-2.116228301795750333e-01,7.897305829780641717e-02
3.697609012797609118e-01,-1.358838020403544677e-01,3.500236915160165330e-01
-2.971999074752767686e-03,1.720886166384800742e-01,-3.058325584587698875e-01
-9.232218335239662788e-02,-2.403117843650543622e-02,1.503718747189589089e-01
2.671550679931162381e-02,-1.766343879615584478e-01,4.920930334908144577e-01
1.355224441026495197e-01,-1.801231192148358418e-01,1.115498770536317574e-01
-4.879604628920523358e-03,-6.243884552490947676e-02,-8.321384534242862174e-02
4.349222990071054396e-01,9.794758887444042494e-02,3.073506859656635615e-01
-1.933212982092190335e-02,3.955281726170232354e-02,-5.815148875505835036e-02
-1.498153913002099255e-02,-3.848857806302666273e-01,3.334896486025585444e-02
-4.170115426830919847e-01,-1.907450786158351175e-01,2.636247017522673763e-01
-3.186576100732730898e-01,-1.831664802877595866e-01,2.426558796444429067e-01
-2.258856362533723239e-02,-1.340976955979630292e-01,4.182235735257736065e-02
3.398028067335197577e-01,1.473743109792757799e-01,4.029793639120221593e-02
3.517206049898460862e-02,2.722008182518210334e-02,-1.253960334423548373e-01
6.064610592030325598e-02,1.563420322008767308e-02,6.073956027152529469e-01
-6.914950274705343111e-03,3.282117395344250760e-02,6.226022243628496211e-01
2.243406998189951818e-01,1.744617435020891782e-01,-1.356639045657920817e-01
1.565700517991132079e-01,-2.315970286096967201e-01,1.342173104224552438e-01
-3.015843714062349523e-02,-3.068326411474555648e-01,-1.689426661815299213e-01
-1.239584531396599465e-01,-1.085134391392076625e-01,2.093457429944404202e-01
1.311332397540888595e-01,5.739822367440159528e-02,2.502217579943734616e-01
-5.676387973032444301e-02,6.107742602640228724e-03,1.431875944785429011e-01
1.735475273630062987e-01,1.688423812322277784e-01,3.017110463109317076e-01
2.120381922269029551e-01,6.822358447954382510e-02,-2.584036940822717066e-01
9.504660634174563749e-02,-9.679375734818108923e-02,6.007262877621194486e-02
1.303528805305967098e-01,3.078861704813522226e-02,-3.674299027765881576e-01
2.683971740819432461e-02,-2.558481706389726940e-01,-1.582501845209278446e-01
2.282603518323879088e-01,-1.713324629254286691e-01,-1.390120106010044598e-01
1.590311666388494749e-01,1.044246372139856771e-01,5.635122306513038470e-01
3.875937039951259933e-01,1.146236961448510450e-01,1.755585560731136030e-01
-5.370746098339808546e-03,-4.359165163947654326e-02,6.211352824864375677e-01
-8.498531433796988055e-02,-3.045837231825117009e-01,3.265536111246721274e-01
-9.179332066690004677e-02,2.962743391976271901e-01,1.657247580008567867e-01
-2.012015885602795942e-02,-7.288784224988938132e-02,1.586937276751088644e-01
3.907891413312472584e-02,-4.166733225163469223e-01,-1.593207607292840278e-01
-5.224962873799115365e-02,3.135825080869079906e-02,1.621019647960373344e-01
2.754439318711162099e-01,-1.976197655068540615e-01,4.842656180805733346e-01
1.985317268970703264e-01,1.517267277946355020e-01,-2.329511205147458408e-01
2.265875424583715936e-02,3.908733121916966313e-01,2.774094136117871146e-01
1.706752118568239940e-01,-1.429012210450704701e-01,5.480665661626329399e-01
1.328482670454560755e-01,3.256909880428177778e-02,1.056892253201034138e-01
-4.833756984448855931e-01,-1.452064440045500726e-01,1.062767144920698514e-01
-2.138993032168314823e-01,-9.438499667165747842e-02,1.187560820964789488e-01
2.315710366479387938e-01,-6.636717062890573615e-02,-2.488387252721181997e-01
-2.082948398002534146e-02,2.499446039778279172e-01,3.685545981075985522e-01
-2.131352180787537687e-01,7.241144859250761567e-02,1.829840079055123359e-01
1.221124710862503404e-01,-1.086172748629558871e-01,2.724535005336026772e-01
4.066218101641313337e-03,-5.373716355742452766e-02,1.552295494139498133e-01
6.247037256995886800e-02,8.200656310422234363e-02,1.434108705925136173e-01
1.322753392399358963e-01,-3.371906296472581416e-02,8.282958495653708342e-02
-9.374629736742617209e-03,2.022125965319596444e-02,7.344697495529786679e-02
1.218123361295834622e-01,3.163754556995039824e-01,-1.735485081572740729e-01
-1.850419074635290817e-01,-8.614685149914985685e-02,-7.984308929459471571e-02
-1.244440995452246283e-02,2.250581675035469992e-02,1.728174729708165658e-01
9.764818036430185366e-02,-1.225662677842240256e-01,-1.544543294728896732e-01
3.837179886342863000e-01,3.084706405382642846e-01,8.365845127727064567e-02
-2.229603263426499851e-02,-4.079722110242497979e-02,-3.678001659419982139e-01
3.232717444494450643e-01,1.556971152143796222e-01,-1.243106136851132304e-01
2.440556735860972271e-01,-1.593565334824977864e-01,3.429390893387075923e-01
5.159196525043615450e-02,-1.296405619038450974e-01,1.574271319137359459e-01
